step,value,wall_time,tag,source_file
1360,0.758400022983551,1765297281.4980328,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1370,0.30390000343322754,1765297297.334239,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1380,0.20309999585151672,1765297311.6044874,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1390,0.21220000088214874,1765297325.9629898,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1400,0.2502000033855438,1765297340.2017589,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1410,0.7598000168800354,1765297365.7223175,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1420,0.28540000319480896,1765297381.603298,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1430,0.23589999973773956,1765297395.9716067,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1440,0.20090000331401825,1765297410.218786,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1450,0.21660000085830688,1765297424.5989628,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1460,0.6579999923706055,1765297448.5436316,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1470,0.271699994802475,1765297464.315282,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1480,0.19949999451637268,1765297478.6441014,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1490,0.18140000104904175,1765297492.8491676,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1500,0.28600001335144043,1765297507.1913354,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1510,0.625,1765297532.1690655,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1520,0.3111000061035156,1765297548.248997,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1530,0.22220000624656677,1765297562.6715887,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1540,0.18310000002384186,1765297577.103223,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1550,0.2572999894618988,1765297591.393607,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1560,0.8226000070571899,1765297617.7330558,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1570,0.33719998598098755,1765297633.975152,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1580,0.19589999318122864,1765297648.3051627,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1590,0.19460000097751617,1765297662.6309805,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1600,0.27410000562667847,1765297676.9392579,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1610,0.6485999822616577,1765297701.5244794,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1620,0.26339998841285706,1765297717.6928523,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1630,0.20579999685287476,1765297732.8910246,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1640,0.1996999979019165,1765297747.5003884,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1650,0.2363000065088272,1765297762.0384066,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1660,0.6621999740600586,1765297787.0601504,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1670,0.25290000438690186,1765297803.058388,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1680,0.18449999392032623,1765297818.080019,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1690,0.20960000157356262,1765297832.7524354,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1700,0.26159998774528503,1765297848.5181036,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1710,0.746399998664856,1765297875.229015,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1720,0.25839999318122864,1765297892.5143135,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1730,0.20839999616146088,1765297907.4863088,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1740,0.20499999821186066,1765297922.0538769,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1750,0.2451000064611435,1765297936.5420682,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1760,0.6985999941825867,1765297961.42047,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1770,0.24210000038146973,1765297977.272214,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1780,0.19030000269412994,1765297992.027115,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1790,0.18950000405311584,1765298007.0480154,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1800,0.23469999432563782,1765298021.7177534,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1810,0.6399000287055969,1765298046.3704813,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1820,0.32120001316070557,1765298063.1739464,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1830,0.19709999859333038,1765298077.6320834,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1840,0.19359999895095825,1765298091.970718,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1850,0.2363000065088272,1765298106.4308145,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1860,0.4404999911785126,1765298127.5162096,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
1870,0.1898999959230423,1765298142.003582,train/loss,events.out.tfevents.1765294997.d21719efd147.4736.0
